,path,rec_id,label
327,192615_19.pkl,192615,iduna caligata
328,192615_15.pkl,192615,iduna caligata
329,192615_6.pkl,192615,iduna caligata
330,192615_23.pkl,192615,iduna caligata
331,192615_10.pkl,192615,iduna caligata
332,192615_8.pkl,192615,iduna caligata
333,192615_20.pkl,192615,iduna caligata
334,192615_0.pkl,192615,iduna caligata
335,192615_22.pkl,192615,iduna caligata
336,192615_14.pkl,192615,iduna caligata
337,192615_21.pkl,192615,iduna caligata
338,192615_13.pkl,192615,iduna caligata
339,192615_7.pkl,192615,iduna caligata
340,192615_18.pkl,192615,iduna caligata
341,192615_2.pkl,192615,iduna caligata
342,192615_16.pkl,192615,iduna caligata
343,192615_12.pkl,192615,iduna caligata
344,192615_25.pkl,192615,iduna caligata
345,192615_3.pkl,192615,iduna caligata
346,4510_3.pkl,4510,cygnus cygnus
347,4510_4.pkl,4510,cygnus cygnus
348,4510_5.pkl,4510,cygnus cygnus
349,4510_2.pkl,4510,cygnus cygnus
350,4510_0.pkl,4510,cygnus cygnus
351,4510_6.pkl,4510,cygnus cygnus
352,4510_1.pkl,4510,cygnus cygnus
353,40340_4.pkl,40340,calidris canutus
354,40340_1.pkl,40340,calidris canutus
355,40340_11.pkl,40340,calidris canutus
356,40340_10.pkl,40340,calidris canutus
357,40340_7.pkl,40340,calidris canutus
358,40340_9.pkl,40340,calidris canutus
359,40340_3.pkl,40340,calidris canutus
360,40340_5.pkl,40340,calidris canutus
361,40340_0.pkl,40340,calidris canutus
362,40340_6.pkl,40340,calidris canutus
363,40340_12.pkl,40340,calidris canutus
364,40340_8.pkl,40340,calidris canutus
365,40340_2.pkl,40340,calidris canutus
370,341658_0.pkl,341658,streptopelia turtur
371,341658_5.pkl,341658,streptopelia turtur
372,341658_3.pkl,341658,streptopelia turtur
373,341658_2.pkl,341658,streptopelia turtur
374,341658_4.pkl,341658,streptopelia turtur
375,341658_1.pkl,341658,streptopelia turtur
376,361715_10.pkl,361715,aegolius funereus
377,361715_7.pkl,361715,aegolius funereus
378,361715_4.pkl,361715,aegolius funereus
379,361715_5.pkl,361715,aegolius funereus
380,361715_1.pkl,361715,aegolius funereus
381,361715_0.pkl,361715,aegolius funereus
382,361715_9.pkl,361715,aegolius funereus
383,361715_8.pkl,361715,aegolius funereus
384,361715_6.pkl,361715,aegolius funereus
385,361715_2.pkl,361715,aegolius funereus
386,361715_3.pkl,361715,aegolius funereus
387,168200_0.pkl,168200,melanocorypha calandra
388,168200_5.pkl,168200,melanocorypha calandra
389,168200_2.pkl,168200,melanocorypha calandra
390,168200_4.pkl,168200,melanocorypha calandra
391,168200_3.pkl,168200,melanocorypha calandra
392,168200_1.pkl,168200,melanocorypha calandra
393,42037_18.pkl,42037,gallinago media
394,42037_13.pkl,42037,gallinago media
395,42037_15.pkl,42037,gallinago media
396,42037_17.pkl,42037,gallinago media
397,42037_20.pkl,42037,gallinago media
398,42037_10.pkl,42037,gallinago media
399,42037_21.pkl,42037,gallinago media
400,42037_11.pkl,42037,gallinago media
401,42037_2.pkl,42037,gallinago media
402,42037_9.pkl,42037,gallinago media
403,42037_5.pkl,42037,gallinago media
404,42037_4.pkl,42037,gallinago media
405,42037_3.pkl,42037,gallinago media
406,42037_8.pkl,42037,gallinago media
407,42037_19.pkl,42037,gallinago media
408,42037_0.pkl,42037,gallinago media
409,42037_7.pkl,42037,gallinago media
410,42037_6.pkl,42037,gallinago media
411,42037_16.pkl,42037,gallinago media
412,42037_1.pkl,42037,gallinago media
413,42037_12.pkl,42037,gallinago media
414,42037_14.pkl,42037,gallinago media
415,366003_0.pkl,366003,caprimulgus europaeus
416,168127_2.pkl,168127,melanocorypha calandra
417,168127_1.pkl,168127,melanocorypha calandra
418,168127_3.pkl,168127,melanocorypha calandra
419,168127_0.pkl,168127,melanocorypha calandra
420,3876_2.pkl,3876,anser albifrons
421,3876_1.pkl,3876,anser albifrons
422,3876_3.pkl,3876,anser albifrons
423,3876_4.pkl,3876,anser albifrons
424,3876_5.pkl,3876,anser albifrons
425,3876_0.pkl,3876,anser albifrons
426,251730_1.pkl,251730,phoenicurus ochruros
427,251730_0.pkl,251730,phoenicurus ochruros
428,251730_2.pkl,251730,phoenicurus ochruros
429,30706_2.pkl,30706,porzana pusilla
430,30706_6.pkl,30706,porzana pusilla
431,30706_5.pkl,30706,porzana pusilla
432,30706_4.pkl,30706,porzana pusilla
433,30706_8.pkl,30706,porzana pusilla
434,30706_7.pkl,30706,porzana pusilla
435,30706_1.pkl,30706,porzana pusilla
436,30706_9.pkl,30706,porzana pusilla
437,30706_0.pkl,30706,porzana pusilla
438,30706_3.pkl,30706,porzana pusilla
439,241288_1.pkl,241288,muscicapa striata
440,241288_2.pkl,241288,muscicapa striata
441,241288_3.pkl,241288,muscicapa striata
442,241288_0.pkl,241288,muscicapa striata
443,44291_0.pkl,44291,tringa totanus
444,44291_1.pkl,44291,tringa totanus
445,164319_0.pkl,164319,remiz pendulinus
446,164319_1.pkl,164319,remiz pendulinus
447,164319_2.pkl,164319,remiz pendulinus
448,265158_0.pkl,265158,motacilla flava
449,265158_2.pkl,265158,motacilla flava
450,265158_1.pkl,265158,motacilla flava
451,40702_14.pkl,40702,calidris alba
452,40702_9.pkl,40702,calidris alba
453,40702_3.pkl,40702,calidris alba
454,40702_6.pkl,40702,calidris alba
455,40702_5.pkl,40702,calidris alba
456,40702_12.pkl,40702,calidris alba
457,40702_2.pkl,40702,calidris alba
458,40702_10.pkl,40702,calidris alba
459,40702_13.pkl,40702,calidris alba
460,40702_11.pkl,40702,calidris alba
461,40702_4.pkl,40702,calidris alba
462,40702_16.pkl,40702,calidris alba
463,40702_1.pkl,40702,calidris alba
464,40702_8.pkl,40702,calidris alba
465,40702_7.pkl,40702,calidris alba
466,40702_0.pkl,40702,calidris alba
467,40702_15.pkl,40702,calidris alba
468,233175_0.pkl,233175,certhia familiaris
469,40581_1.pkl,40581,calidris temminckii
470,40581_2.pkl,40581,calidris temminckii
471,40581_4.pkl,40581,calidris temminckii
472,40581_5.pkl,40581,calidris temminckii
473,40581_0.pkl,40581,calidris temminckii
474,40581_6.pkl,40581,calidris temminckii
475,40581_7.pkl,40581,calidris temminckii
476,40581_3.pkl,40581,calidris temminckii
477,40581_8.pkl,40581,calidris temminckii
478,381803_3.pkl,381803,merops persicus
479,381803_0.pkl,381803,merops persicus
480,381803_6.pkl,381803,merops persicus
481,381803_9.pkl,381803,merops persicus
482,381803_10.pkl,381803,merops persicus
483,381803_5.pkl,381803,merops persicus
484,381803_1.pkl,381803,merops persicus
485,381803_2.pkl,381803,merops persicus
486,381803_4.pkl,381803,merops persicus
487,381803_7.pkl,381803,merops persicus
488,381803_8.pkl,381803,merops persicus
489,45873_3.pkl,45873,chroicocephalus genei
490,45873_2.pkl,45873,chroicocephalus genei
491,45873_1.pkl,45873,chroicocephalus genei
492,45873_0.pkl,45873,chroicocephalus genei
493,243894_0.pkl,243894,erithacus rubecula
494,233676_4.pkl,233676,certhia brachydactyla
495,233676_0.pkl,233676,certhia brachydactyla
496,233676_3.pkl,233676,certhia brachydactyla
497,233676_1.pkl,233676,certhia brachydactyla
498,233676_2.pkl,233676,certhia brachydactyla
499,37362_0.pkl,37362,pluvialis squatarola
500,37362_1.pkl,37362,pluvialis squatarola
501,37362_2.pkl,37362,pluvialis squatarola
502,24093_3.pkl,24093,milvus milvus
503,24093_2.pkl,24093,milvus milvus
504,24093_1.pkl,24093,milvus milvus
505,24093_0.pkl,24093,milvus milvus
506,6235_3.pkl,6235,anas platyrhynchos
507,6235_2.pkl,6235,anas platyrhynchos
508,6235_0.pkl,6235,anas platyrhynchos
509,6235_1.pkl,6235,anas platyrhynchos
510,368100_7.pkl,368100,apus pallidus
511,368100_9.pkl,368100,apus pallidus
512,368100_5.pkl,368100,apus pallidus
513,368100_8.pkl,368100,apus pallidus
514,368100_12.pkl,368100,apus pallidus
515,368100_1.pkl,368100,apus pallidus
516,368100_2.pkl,368100,apus pallidus
517,368100_6.pkl,368100,apus pallidus
518,368100_10.pkl,368100,apus pallidus
519,368100_0.pkl,368100,apus pallidus
520,368100_4.pkl,368100,apus pallidus
521,368100_13.pkl,368100,apus pallidus
522,368100_3.pkl,368100,apus pallidus
523,368100_11.pkl,368100,apus pallidus
524,268680_3.pkl,268680,anthus rubescens
525,268680_2.pkl,268680,anthus rubescens
526,268680_1.pkl,268680,anthus rubescens
527,268680_4.pkl,268680,anthus rubescens
528,268680_0.pkl,268680,anthus rubescens
529,146579_2.pkl,146579,pyrrhocorax graculus
530,146579_1.pkl,146579,pyrrhocorax graculus
531,146579_0.pkl,146579,pyrrhocorax graculus
532,146579_4.pkl,146579,pyrrhocorax graculus
533,146579_3.pkl,146579,pyrrhocorax graculus
534,146579_5.pkl,146579,pyrrhocorax graculus
535,16476_5.pkl,16476,podiceps cristatus
536,16476_0.pkl,16476,podiceps cristatus
537,16476_6.pkl,16476,podiceps cristatus
538,16476_1.pkl,16476,podiceps cristatus
539,16476_2.pkl,16476,podiceps cristatus
540,16476_4.pkl,16476,podiceps cristatus
541,16476_3.pkl,16476,podiceps cristatus
542,16476_7.pkl,16476,podiceps cristatus
543,45887_1.pkl,45887,chroicocephalus genei
544,45887_0.pkl,45887,chroicocephalus genei
545,45887_4.pkl,45887,chroicocephalus genei
546,45887_3.pkl,45887,chroicocephalus genei
547,45887_2.pkl,45887,chroicocephalus genei
548,2818_2.pkl,2818,branta canadensis
549,2818_3.pkl,2818,branta canadensis
550,2818_0.pkl,2818,branta canadensis
551,2818_1.pkl,2818,branta canadensis
552,15880_1.pkl,15880,tachybaptus ruficollis
553,15880_0.pkl,15880,tachybaptus ruficollis
554,192108_5.pkl,192108,acrocephalus palustris
555,192108_3.pkl,192108,acrocephalus palustris
556,192108_1.pkl,192108,acrocephalus palustris
557,192108_0.pkl,192108,acrocephalus palustris
558,192108_2.pkl,192108,acrocephalus palustris
559,192108_4.pkl,192108,acrocephalus palustris
560,18714_0.pkl,18714,nycticorax nycticorax
561,18714_1.pkl,18714,nycticorax nycticorax
562,35625_6.pkl,35625,recurvirostra avosetta
563,35625_3.pkl,35625,recurvirostra avosetta
564,35625_4.pkl,35625,recurvirostra avosetta
565,35625_0.pkl,35625,recurvirostra avosetta
566,35625_1.pkl,35625,recurvirostra avosetta
567,35625_5.pkl,35625,recurvirostra avosetta
568,35625_7.pkl,35625,recurvirostra avosetta
569,35625_2.pkl,35625,recurvirostra avosetta
570,130944_1.pkl,130944,lanius senator
571,130944_5.pkl,130944,lanius senator
572,130944_0.pkl,130944,lanius senator
573,130944_3.pkl,130944,lanius senator
574,130944_4.pkl,130944,lanius senator
575,130944_6.pkl,130944,lanius senator
576,130944_2.pkl,130944,lanius senator
577,130944_7.pkl,130944,lanius senator
578,164269_1.pkl,164269,remiz pendulinus
579,164269_4.pkl,164269,remiz pendulinus
580,164269_3.pkl,164269,remiz pendulinus
581,164269_5.pkl,164269,remiz pendulinus
582,164269_2.pkl,164269,remiz pendulinus
583,164269_0.pkl,164269,remiz pendulinus
584,401588_0.pkl,401588,psittacula krameri
585,24451_2.pkl,24451,haliaeetus albicilla
586,24451_1.pkl,24451,haliaeetus albicilla
587,24451_4.pkl,24451,haliaeetus albicilla
588,24451_0.pkl,24451,haliaeetus albicilla
589,24451_3.pkl,24451,haliaeetus albicilla
590,24451_5.pkl,24451,haliaeetus albicilla
595,48003_1.pkl,48003,larus cachinnans
596,48003_5.pkl,48003,larus cachinnans
597,48003_3.pkl,48003,larus cachinnans
598,48003_4.pkl,48003,larus cachinnans
599,48003_2.pkl,48003,larus cachinnans
600,48003_0.pkl,48003,larus cachinnans
601,2848_1.pkl,2848,branta canadensis
602,2848_2.pkl,2848,branta canadensis
603,2848_3.pkl,2848,branta canadensis
604,2848_0.pkl,2848,branta canadensis
605,21925_14.pkl,21925,circaetus gallicus
606,21925_10.pkl,21925,circaetus gallicus
607,21925_16.pkl,21925,circaetus gallicus
608,21925_7.pkl,21925,circaetus gallicus
609,21925_0.pkl,21925,circaetus gallicus
610,21925_5.pkl,21925,circaetus gallicus
611,21925_8.pkl,21925,circaetus gallicus
612,21925_4.pkl,21925,circaetus gallicus
613,21925_3.pkl,21925,circaetus gallicus
614,21925_9.pkl,21925,circaetus gallicus
615,21925_13.pkl,21925,circaetus gallicus
616,21925_15.pkl,21925,circaetus gallicus
617,21925_1.pkl,21925,circaetus gallicus
618,21925_6.pkl,21925,circaetus gallicus
619,21925_11.pkl,21925,circaetus gallicus
620,21925_12.pkl,21925,circaetus gallicus
621,21925_2.pkl,21925,circaetus gallicus
622,191527_3.pkl,191527,acrocephalus scirpaceus
623,191527_1.pkl,191527,acrocephalus scirpaceus
624,191527_0.pkl,191527,acrocephalus scirpaceus
625,191527_2.pkl,191527,acrocephalus scirpaceus
626,129885_2.pkl,129885,lanius cristatus
627,129885_4.pkl,129885,lanius cristatus
628,129885_3.pkl,129885,lanius cristatus
629,129885_5.pkl,129885,lanius cristatus
630,129885_1.pkl,129885,lanius cristatus
631,129885_0.pkl,129885,lanius cristatus
632,361607_0.pkl,361607,aegolius funereus
633,361607_2.pkl,361607,aegolius funereus
634,361607_5.pkl,361607,aegolius funereus
635,361607_7.pkl,361607,aegolius funereus
636,361607_8.pkl,361607,aegolius funereus
637,361607_6.pkl,361607,aegolius funereus
638,361607_1.pkl,361607,aegolius funereus
639,361607_3.pkl,361607,aegolius funereus
640,361607_4.pkl,361607,aegolius funereus
641,192684_11.pkl,192684,iduna rama
642,192684_13.pkl,192684,iduna rama
643,192684_8.pkl,192684,iduna rama
644,192684_10.pkl,192684,iduna rama
645,192684_2.pkl,192684,iduna rama
646,192684_12.pkl,192684,iduna rama
647,192684_4.pkl,192684,iduna rama
648,192684_1.pkl,192684,iduna rama
649,192684_7.pkl,192684,iduna rama
650,192684_3.pkl,192684,iduna rama
651,192684_6.pkl,192684,iduna rama
652,192684_0.pkl,192684,iduna rama
653,192684_5.pkl,192684,iduna rama
654,192684_9.pkl,192684,iduna rama
655,210585_0.pkl,210585,sylvia communis
656,38568_2.pkl,38568,charadrius morinellus
657,38568_1.pkl,38568,charadrius morinellus
658,38568_0.pkl,38568,charadrius morinellus
659,2759_0.pkl,2759,branta canadensis
660,2759_1.pkl,2759,branta canadensis
661,40623_8.pkl,40623,calidris temminckii
